x,xi,k,epsilon
1.1217391304347828,9.217391304347828,0.06957774834183471,0.9058235161484135
1.1304347826086958,9.304347826086957,0.06879816823343925,0.8873034781508983
1.1391304347826088,9.391304347826088,0.06803445369701569,0.8693291305729778
1.1478260869565218,9.478260869565217,0.06728613938400979,0.8518795628434264
1.1565217391304348,9.565217391304348,0.0665527776974538,0.8349348474771473
1.1652173913043478,9.652173913043477,0.06583393796111639,0.8184759854625276
1.1739130434782608,9.739130434782608,0.06512920563460431,0.8024848551406599
1.182608695652174,9.82608695652174,0.06443818157149105,0.7869441643244034
1.191304347826087,9.91304347826087,0.06376048131775695,0.7718374054254784
1.2000000000000002,10.000000000000002,0.06309573444801932,0.7571488133762314
1.2086956521739132,10.08695652173913,0.06244358393720923,0.7428633261495576
1.2173913043478262,10.173913043478262,0.06180368556551504,0.7289665476958179
1.2260869565217392,10.26086956521739,0.06117570735456518,0.7154447131296602
1.2347826086956522,10.347826086956522,0.06055932903296102,0.7022846560124887
1.2434782608695651,10.43478260869565,0.05995424152940099,0.689473777588111
1.2521739130434781,10.521739130434781,0.059360146491754875,0.6770000178398488
1.2608695652173914,10.608695652173914,0.058776755830558636,0.6648518282473022
1.2695652173913043,10.695652173913043,0.058203791285501044,0.6530181461300113
1.2782608695652176,10.782608695652176,0.05764098401356826,0.6414883704735818
1.2869565217391306,10.869565217391305,0.05708807419760022,0.630252339141506
1.2956521739130435,10.956521739130435,0.05654481067409285,0.6193003073829213
1.3043478260869565,11.043478260869565,0.056010950579156255,0.6086229275530362
1.3130434782608695,11.130434782608695,0.05548625901160825,0.5982112299689011
1.3217391304347825,11.217391304347824,0.05497050871224772,0.5880566048286963
1.3304347826086955,11.304347826086955,0.05446347975841212,0.5781507851277592
1.3391304347826087,11.391304347826088,0.053964959272980145,0.568485830509256
1.3478260869565217,11.478260869565217,0.05347474114703182,0.559054111991696
1.356521739130435,11.56521739130435,0.05299262577542746,0.5498482975194724
1.365217391304348,11.652173913043478,0.05251841980461193,0.5408613382863016
1.373913043478261,11.73913043478261,0.05205193589199239,0.5320864557848108
1.382608695652174,11.826086956521738,0.05159299247627769,0.5235171295386999
1.391304347826087,11.91304347826087,0.05114141355820325,0.5151470854767916
1.4,11.999999999999998,0.05069702849110049,0.5069702849110047
1.408695652173913,12.086956521739129,0.05025967178080078,0.49898091408277007
1.4173913043478263,12.173913043478263,0.04982918289439454,0.4911733742447458
1.4260869565217393,12.260869565217392,0.0494054060773935,0.48354227224682966
1.4347826086956523,12.347826086956523,0.048988190178870204,0.4760824115974707
1.4434782608695653,12.434782608695652,0.04857738848417376,0.46878878397314516
1.4521739130434783,12.521739130434783,0.04817285855484285,0.4616565611505771
1.4608695652173913,12.608695652173912,0.04777446207535924,0.45468108733790147
1.4695652173913043,12.695652173913043,0.047382064706404436,0.44785787188245263
1.4782608695652173,12.782608695652172,0.04699553594430133,0.44118258233425717
1.4869565217391303,12.869565217391303,0.04661474898634001,0.43465103784560255
1.4956521739130437,12.956521739130437,0.04623958060170377,0.4282592028882628
1.5043478260869567,13.043478260869566,0.04586991100772661,0.4220031812710845
1.5130434782608697,13.130434782608697,0.04550562375122794,0.4158792104416855
1.5217391304347827,13.217391304347826,0.04514660559468469,0.40988365605700544
1.5304347826086957,13.304347826086957,0.04479274640701279,0.40401300680835034
1.5391304347826087,13.391304347826086,0.04444393905874299,0.3982638694874369
1.5478260869565217,13.478260869565217,0.044100079321386855,0.3926329642807344
1.5565217391304347,13.565217391304346,0.04376106577079982,0.3871171202801521
1.5652173913043477,13.652173913043477,0.04342679969435792,0.38171327119881465
1.573913043478261,13.739130434782611,0.043097185001774715,0.37641845128132323
1.582608695652174,13.82608695652174,0.042772128139393635,0.37122979139851053
1.591304347826087,13.913043478260871,0.04245153800779921,0.36614451531726794
1.6,14.0,0.04213532588259928,0.36115993613656505
1.608695652173913,14.08695652173913,0.041823405338236974,0.35627345288127776
1.617391304347826,14.17391304347826,0.041515692174698915,0.35148254724591704
1.626086956521739,14.26086956521739,0.041212104346992434,0.34678478048078987
1.634782608695652,14.34782608695652,0.04091256189727124,0.342177790413541
1.643478260869565,14.43478260869565,0.04061698688949442,0.3376592885994114
1.6521739130434785,14.521739130434785,0.04032530334651009,0.3332270575939155
1.6608695652173915,14.608695652173914,0.0400374371894593,0.32887894834198683
1.6695652173913045,14.695652173913045,0.03975331617940177,0.324612877677955
1.6782608695652175,14.782608695652174,0.03947286986106939,0.32042682593103367
1.6869565217391305,14.869565217391305,0.03919602950865772,0.31631883463127264
1.6956521739130435,14.956521739130434,0.0389227280735705,0.31228700431120504
1.7043478260869565,15.043478260869565,0.03865290013403572,0.3083294923986662
1.7130434782608694,15.130434782608694,0.03838648184651598,0.3044445111965059
1.7217391304347824,15.217391304347824,0.03812341089883935,0.300630325945133
1.7304347826086959,15.304347826086959,0.03786362646498027,0.29688525296404955
1.7391304347826089,15.391304347826088,0.03760706916142364,0.2932076578687265
1.7478260869565219,15.478260869565219,0.037353681005047754,0.2895959538593588
1.7565217391304349,15.565217391304348,0.03710340537246543,0.28604860007822497
1.7652173913043478,15.652173913043478,0.03685618696076466,0.2825641000325289
1.7739130434782608,15.739130434782608,0.03661197174959341,0.27914100007977277
1.7826086956521738,15.826086956521738,0.03637070696453526,0.27577788797284963
1.7913043478260868,15.913043478260867,0.03613234104172527,0.2724733914621904
1.7999999999999998,15.999999999999998,0.035896823593657354,0.26922617695243
1.8086956521739133,16.086956521739133,0.035664105376137074,0.26603494821118445
1.8173913043478263,16.17391304347826,0.035434138256335394,0.26289844512764954
1.8260869565217392,16.26086956521739,0.03520687518190091,0.25981544251884076
1.8347826086956522,16.347826086956523,0.034982270151090344,0.2567847489814077
1.8434782608695652,16.434782608695652,0.034760278183878314,0.2538052057870478
1.8521739130434782,16.52173913043478,0.034540855294009264,0.25087568581964603
1.8608695652173912,16.60869565217391,0.034323958461956204,0.24799509255235358
1.8695652173913042,16.695652173913043,0.03410954560875219,0.24516235906290618
1.8782608695652177,16.782608695652176,0.03389757557066202,0.2423764470855624
1.8869565217391306,16.869565217391305,0.03368800807466293,0.23963634609811757
1.8956521739130436,16.956521739130437,0.03348080371470449,0.23694107244252394
1.9043478260869566,17.043478260869566,0.03327592392871915,0.23428966847771632
1.9130434782608696,17.130434782608695,0.0330733309763558,0.2316812017633045
1.9217391304347826,17.217391304347824,0.032872987917410355,0.22911476427285996
1.9304347826086956,17.304347826086957,0.03267485859092789,0.22658947163558024
1.9391304347826086,17.391304347826086,0.032478907594952436,0.22410446240517173
1.9478260869565216,17.478260869565215,0.03228510026690088,0.22165889735484173
1.956521739130435,17.56521739130435,0.03209340266453914,0.2192519587973464
1.965217391304348,17.65217391304348,0.03190378154753903,0.21688284992908285
1.973913043478261,17.73913043478261,0.031716204359595275,0.214550794197262
1.982608695652174,17.82608695652174,0.031530639211083254,0.21225503468924323
1.991304347826087,17.91304347826087,0.03134705486223834,0.2099948335431499
2.0,18.0,0.031165420706838882,0.2077694713789257
2.008695652173913,18.08695652173913,0.030985706756375197,0.2055782467490276
2.017391304347826,18.173913043478258,0.030807883624688132,0.20342047560798848
2.026086956521739,18.26086956521739,0.030631922513060798,0.20129549080011366
2.0347826086956524,18.347826086956523,0.03045779519574825,0.1992026415646092
2.0434782608695654,18.434782608695652,0.030285474005930096,0.1971412930574693
2.0521739130434784,18.521739130434785,0.0301149318220718,0.1951108258894791
2.0608695652173914,18.608695652173914,0.02994614205468103,0.1931106356797186
2.0695652173913044,18.695652173913043,0.0297790786334456,0.1911401326239763
2.0782608695652174,18.782608695652172,0.029613715994740553,0.18919874107750898
2.0869565217391304,18.869565217391305,0.029450029069491936,0.18728589915160754
2.0956521739130434,18.956521739130434,0.029287993271385628,0.18540105832345016
2.1043478260869564,19.043478260869563,0.02912758448540979,0.18354368305874647
2.11304347826087,19.1304347826087,0.028968779056720063,0.18171325044669842
2.121739130434783,19.217391304347828,0.02881155377981709,0.1799092498468215
2.130434782608696,19.304347826086957,0.028655885888025975,0.17813118254718835
2.139130434782609,19.391304347826086,0.02850175304326829,0.1763785614336781
2.1478260869565218,19.47826086956522,0.028349133326116938,0.17465091066982744
2.1565217391304348,19.565217391304348,0.028198005226125002,0.17294776538689993
2.1652173913043478,19.652173913043477,0.028048347632419736,0.17126867138380183
2.1739130434782608,19.739130434782606,0.02790013982455338,0.16961318483649182
2.1826086956521737,19.82608695652174,0.027753361463602657,0.16798087201654233
2.191304347826087,19.91304347826087,0.027607992583509145,0.16637130901852662
2.2,20.0,0.027464013582652946,0.16478408149591756
2.208695652173913,20.08695652173913,0.027321405215652454,0.16321878440519635
2.217391304347826,20.173913043478258,0.027180148585383156,0.16167502175788248
2.226086956521739,20.260869565217387,0.02704022513520872,0.16015240638020606
2.234782608695652,20.34782608695652,0.026901616641417832,0.15865055968015634
2.243478260869565,20.43478260869565,0.02676430520586052,0.15716911142164894
2.252173913043478,20.521739130434778,0.026628273248777784,0.15570769950556493
2.260869565217391,20.608695652173907,0.02649350350181877,0.15426596975742568
2.2695652173913046,20.695652173913043,0.026359979001239767,0.15284357572147417
2.2782608695652176,20.782608695652172,0.0262276830812796,0.15144017846094487
2.2869565217391306,20.8695652173913,0.02609659936770595,0.15005544636430915
2.2956521739130435,20.956521739130434,0.025966711771527807,0.14868905495729606
2.3043478260869565,21.043478260869563,0.025838004482868826,0.14734068672049158
2.3130434782608695,21.130434782608692,0.025710461964996968,0.1460100309123284
2.3217391304347825,21.21739130434782,0.025584068948505796,0.1446967833972868
2.3304347826086955,21.304347826086953,0.025458810425642943,0.1434006464791316
2.339130434782609,21.391304347826086,0.025334671644781488,0.142121328739018
2.347826086956522,21.478260869565215,0.025211638105030014,0.14085854487830526
2.356521739130435,21.565217391304348,0.02508969555097737,0.1396120155659224
2.365217391304348,21.652173913043477,0.02496882996756828,0.13838146729013737
2.373913043478261,21.739130434782606,0.024849027575105907,0.13716663221458456
2.382608695652174,21.826086956521735,0.024730274824377875,0.13596724803841215
2.391304347826087,21.913043478260867,0.024612558391902118,0.13478305786041628
2.4,21.999999999999996,0.024495865175289233,0.1336138100470321
2.408695652173913,22.086956521739125,0.02438018228871793,0.13245925810405798
2.417391304347826,22.173913043478255,0.024265497058520494,0.13131916055199322
2.426086956521739,22.260869565217387,0.02415179701887511,0.13019328080487358
2.4347826086956523,22.34782608695652,0.024039069907602052,0.12908138705249342
2.4434782608695653,22.43478260869565,0.023927303662060875,0.12798325214590694
2.4521739130434783,22.52173913043478,0.023816486415145766,0.12689865348610474
2.4608695652173913,22.60869565217391,0.02370660649137637,0.1258273729157668
2.4695652173913043,22.69565217391304,0.02359765240308141,0.12476919661399358
2.4782608695652173,22.78260869565217,0.02348961284667264,0.12372391499392454
2.4869565217391303,22.8695652173913,0.023382476699006546,0.12269132260315214
2.4956521739130433,22.95652173913043,0.0232762330138315,0.12167121802684637
2.5043478260869563,23.04347826086956,0.023170871018317954,0.12066340379350475
2.5130434782608697,23.130434782608695,0.02306638010966955,0.11966768628324795
2.5217391304347827,23.217391304347824,0.022962749851812854,0.11868387563858322
2.5304347826086957,23.304347826086953,0.022859969972163625,0.11771178567755888
2.5391304347826087,23.391304347826082,0.02275803035846761,0.11675123380923898
2.5478260869565217,23.478260869565215,0.022656921055713868,0.11580204095142635
2.5565217391304347,23.565217391304344,0.022556632263118673,0.11486403145056734
2.5652173913043477,23.652173913043473,0.022457154331178127,0.11393703300377131
2.5739130434782607,23.739130434782602,0.022358477758787704,0.11302087658288285
2.5826086956521737,23.826086956521735,0.022260593190426947,0.1121153963605444
2.591304347826087,23.913043478260867,0.02216349141340761,0.11122042963819086
2.6,23.999999999999996,0.022067163355183595,0.11033581677591792
2.608695652173913,24.08695652173913,0.021971600080721063,0.10946140112416984
2.617391304347826,24.173913043478258,0.021876792789927216,0.1085970289571926
2.626086956521739,24.260869565217387,0.021782732815136152,0.10774254940820027
2.634782608695652,24.347826086956516,0.02168941161865039,0.10689781440620542
2.643478260869565,24.43478260869565,0.02159682079033663,0.10606267861446451
2.652173913043478,24.521739130434778,0.02150495204527434,0.10523699937049141
2.660869565217391,24.608695652173907,0.021413797221455838,0.1044206366275938
2.6695652173913045,24.695652173913043,0.021323348277536562,0.10361345289788884
2.6782608695652175,24.782608695652172,0.021233597290634305,0.10281531319675552
2.6869565217391305,24.8695652173913,0.021144536454176067,0.10202608498868165
2.6956521739130435,24.95652173913043,0.02105615807579147,0.10124563813446764
2.7043478260869565,25.043478260869563,0.020968454575251483,0.10047384483974661
2.7130434782608694,25.130434782608692,0.020881418482451355,0.09971057960478494
2.7217391304347824,25.21739130434782,0.02079504243543666,0.0989557191755261
2.7304347826086954,25.30434782608695,0.020709319178471353,0.09820914249584348
2.7391304347826084,25.391304347826082,0.020624241560146896,0.09747073066096815
2.747826086956522,25.478260869565215,0.02053980253153133,0.09674036687205875
2.756521739130435,25.565217391304344,0.020455995144357385,0.09601793639188153
2.765217391304348,25.652173913043477,0.020372812549248637,0.09530332650156983
2.773913043478261,25.739130434782606,0.020290247993982862,0.09459642645843355
2.782608695652174,25.826086956521735,0.020208294821791557,0.09389712745478901
2.791304347826087,25.913043478260864,0.020126946469694887,0.09320532257778165
2.8,25.999999999999996,0.020046196466871117,0.09252090677017433
2.808695652173913,26.086956521739125,0.01996603843305975,0.09184377679207478
2.817391304347826,26.173913043478255,0.019886466076997514,0.09117383118357658
2.8260869565217392,26.26086956521739,0.019807473194886484,0.09051097022828916
2.8347826086956522,26.34782608695652,0.01972905366889354,0.08985509591773289
2.8434782608695652,26.43478260869565,0.019651201465680355,0.08920611191657525
2.8521739130434782,26.521739130434778,0.019573910634963342,0.08856392352868656
2.860869565217391,26.60869565217391,0.019497175308102715,0.08792843766399258
2.869565217391304,26.69565217391304,0.01942098969672005,0.08729956280610311
2.878260869565217,26.78260869565217,0.019345348091343664,0.0866772089806956
2.88695652173913,26.869565217391298,0.019270244860081165,0.08606128772463431
2.8956521739130436,26.956521739130434,0.019195674447318543,0.08545171205580508
2.9043478260869566,27.043478260869563,0.019121631372445196,0.08484839644364744
2.9130434782608696,27.130434782608692,0.019048110228604264,0.08425125678036496
2.9217391304347826,27.217391304347824,0.018975105681467708,0.08366021035279686
2.9304347826086956,27.304347826086953,0.01890261246803562,0.08307517581493357
2.9391304347826086,27.391304347826082,0.018830625395459075,0.08249607316105875
2.9478260869565216,27.47826086956521,0.018759139339886138,0.08192282369950271
2.9565217391304346,27.565217391304344,0.018688149245330393,0.08135535002699029
2.9652173913043476,27.652173913043473,0.01861765012256157,0.08079357600356904
2.973913043478261,27.739130434782606,0.018547637048017675,0.0802374267281015
2.982608695652174,27.82608695652174,0.018478105162738213,0.0796868285143085
2.991304347826087,27.913043478260867,0.01840904967131804,0.07914170886734853
3.0,27.999999999999996,0.018340465840881285,0.07860199646091973
